ensembl_gene_id	external_gene_name	gene_biotype	description
FBgn0033539	Git	protein_coding	G protein-coupled receptor kinase interacting ArfGAP [Source:FlyBase gene name;Acc:FBgn0033539]
FBgn0262733	Src64B	protein_coding	Src oncogene at 64B [Source:FlyBase gene name;Acc:FBgn0262733]
FBgn0051098	CG31098	protein_coding	
FBgn0000564	Eh	protein_coding	Eclosion hormone [Source:FlyBase gene name;Acc:FBgn0000564]
FBgn0034950	Pask	protein_coding	PAS kinase [Source:FlyBase gene name;Acc:FBgn0034950]
FBgn0023507	CG3835	protein_coding	
FBgn0038313	CG4338	protein_coding	
FBgn0000140	asp	protein_coding	abnormal spindle [Source:FlyBase gene name;Acc:FBgn0000140]
FBgn0033873	CG6337	protein_coding	
FBgn0014388	sty	protein_coding	sprouty [Source:FlyBase gene name;Acc:FBgn0014388]
FBgn0039200	CG13616	protein_coding	
FBgn0036260	Rh7	protein_coding	Rhodopsin 7 [Source:FlyBase gene name;Acc:FBgn0036260]
FBgn0053453	CG33453	protein_coding	
FBgn0052944	CG32944	protein_coding	
FBgn0052064	S-Lap4	protein_coding	Sperm-Leucylaminopeptidase 4 [Source:FlyBase gene name;Acc:FBgn0052064]
FBgn0259201	CG42305	protein_coding	
FBgn0030813	CG4949	protein_coding	
FBgn0030234	CG15211	protein_coding	
FBgn0033769	CG8768	protein_coding	
FBgn0038737	CG11447	protein_coding	
FBgn0037531	CG10445	protein_coding	
FBgn0044826	Pak3	protein_coding	Pak3 [Source:FlyBase gene name;Acc:FBgn0044826]
FBgn0040780	Atg10	protein_coding	Autophagy-related 10 [Source:FlyBase gene name;Acc:FBgn0040780]
FBgn0028896	CG17329	protein_coding	
FBgn0038418	pad	protein_coding	poils au dos [Source:FlyBase gene name;Acc:FBgn0038418]
FBgn0050001	CG30001	protein_coding	
FBgn0038760	MED25	protein_coding	Mediator complex subunit 25 [Source:FlyBase gene name;Acc:FBgn0038760]
FBgn0053648	CG33648	protein_coding	
FBgn0011282	Obp84a	protein_coding	Odorant-binding protein 84a [Source:FlyBase gene name;Acc:FBgn0011282]
FBgn0028418	Lk	protein_coding	Leucokinin [Source:FlyBase gene name;Acc:FBgn0028418]
FBgn0034753	CG2852	protein_coding	
FBgn0035328	yellow-g2	protein_coding	yellow-g2 [Source:FlyBase gene name;Acc:FBgn0035328]
FBgn0037746	CG8478	protein_coding	
FBgn0034392	MFS15	protein_coding	Major Facilitator Superfamily Transporter 15 [Source:FlyBase gene name;Acc:FBgn0034392]
FBgn0032817	CG10631	protein_coding	
FBgn0038680	Cyp12a5	protein_coding	Cyp12a5 [Source:FlyBase gene name;Acc:FBgn0038680]
FBgn0034748	CG17807	protein_coding	
FBgn0051805	CG31805	protein_coding	
FBgn0034665	CG4372	protein_coding	
FBgn0052834	CG32834	protein_coding	
FBgn0035359	CG1143	protein_coding	
FBgn0000615	exu	protein_coding	exuperantia [Source:FlyBase gene name;Acc:FBgn0000615]
FBgn0051415	CG31415	protein_coding	
FBgn0029725	CG2871	protein_coding	
FBgn0035046	NDUFA8	protein_coding	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8 [Source:FlyBase gene name;Acc:FBgn0035046]
FBgn0038504	Sur-8	protein_coding	Sur-8 [Source:FlyBase gene name;Acc:FBgn0038504]
FBgn0263106	DnaJ-1	protein_coding	DnaJ-like-1 [Source:FlyBase gene name;Acc:FBgn0263106]
FBgn0034199	Gbp	protein_coding	Growth-blocking peptide [Source:FlyBase gene name;Acc:FBgn0034199]
FBgn0034854	Golgin245	protein_coding	Golgin-245 ortholog (H. sapiens) [Source:FlyBase gene name;Acc:FBgn0034854]
FBgn0266721	gammaSnap2	protein_coding	gamma Soluble NSF attachment protein 2 [Source:FlyBase gene name;Acc:FBgn0266721]
FBgn0031430	CG3528	protein_coding	
FBgn0030838	CG5445	protein_coding	
FBgn0025639	Hmt4-20	protein_coding	Histone methyltransferase 4-20 [Source:FlyBase gene name;Acc:FBgn0025639]
FBgn0259242	CG42340	protein_coding	
FBgn0027329	Tcp-1zeta	protein_coding	T-cp1zeta [Source:FlyBase gene name;Acc:FBgn0027329]
FBgn0085191	CG34162	protein_coding	
FBgn0053307	CG33307	protein_coding	
FBgn0004034	y	protein_coding	yellow [Source:FlyBase gene name;Acc:FBgn0004034]
FBgn0038447	CG14892	protein_coding	
FBgn0004828	His3.3B	protein_coding	Histone H3.3B [Source:FlyBase gene name;Acc:FBgn0004828]
FBgn0033504	CAP	protein_coding	CAP [Source:FlyBase gene name;Acc:FBgn0033504]
FBgn0038067	CG11598	protein_coding	
FBgn0036323	CG14118	protein_coding	
FBgn0266377	Pde8	protein_coding	Phosphodiesterase 8 [Source:FlyBase gene name;Acc:FBgn0266377]
FBgn0037780	CG3925	protein_coding	
FBgn0053276	CG33276	protein_coding	
FBgn0037429	Osi19	protein_coding	Osiris 19 [Source:FlyBase gene name;Acc:FBgn0037429]
FBgn0037841	CG4565	protein_coding	
FBgn0011286	RyR	protein_coding	Ryanodine receptor [Source:FlyBase gene name;Acc:FBgn0011286]
FBgn0262057	Spn77Ba	protein_coding	Serpin 77Ba [Source:FlyBase gene name;Acc:FBgn0262057]
FBgn0024510	dlt	protein_coding	discs lost [Source:FlyBase gene name;Acc:FBgn0024510]
FBgn0031836	CG11050	protein_coding	
FBgn0034965	ppk29	protein_coding	pickpocket 29 [Source:FlyBase gene name;Acc:FBgn0034965]
FBgn0032402	CG14945	protein_coding	
FBgn0263973	jv	protein_coding	javelin [Source:FlyBase gene name;Acc:FBgn0263973]
FBgn0033261	udd	protein_coding	under-developed [Source:FlyBase gene name;Acc:FBgn0033261]
FBgn0033902	Tango7	protein_coding	Transport and Golgi organization 7 [Source:FlyBase gene name;Acc:FBgn0033902]
FBgn0020616	SA	protein_coding	Stromalin [Source:FlyBase gene name;Acc:FBgn0020616]
FBgn0261615	CG42704	protein_coding	
FBgn0038319	mRpL9	protein_coding	mitochondrial ribosomal protein L9 [Source:FlyBase gene name;Acc:FBgn0038319]
FBgn0037107	CG7166	protein_coding	
FBgn0027515	CG7115	protein_coding	
FBgn0085285	CG34256	protein_coding	
FBgn0036440	CG17177	protein_coding	
FBgn0035906	GstO2	protein_coding	Glutathione S transferase O2 [Source:FlyBase gene name;Acc:FBgn0035906]
FBgn0260743	GC1	protein_coding	Glutamate Carrier 1 [Source:FlyBase gene name;Acc:FBgn0260743]
FBgn0051865	Ada1-1	protein_coding	transcriptional Adaptor 1-1 [Source:FlyBase gene name;Acc:FBgn0051865]
FBgn0259188	Ir7f	protein_coding	Ionotropic receptor 7f [Source:FlyBase gene name;Acc:FBgn0259188]
FBgn0039465	Tsp97E	protein_coding	Tetraspanin 97E [Source:FlyBase gene name;Acc:FBgn0039465]
FBgn0052639	CG32639	protein_coding	
FBgn0036614	CG4925	protein_coding	
FBgn0037046	CG10581	protein_coding	
FBgn0039927	CG11155	protein_coding	
FBgn0020641	Lcp65Ad	protein_coding	Lcp65Ad [Source:FlyBase gene name;Acc:FBgn0020641]
FBgn0262611	CG43137	protein_coding	
FBgn0039464	CG6330	protein_coding	
FBgn0052432	CG32432	protein_coding	
FBgn0053851	His3:CG33851	protein_coding	His3:CG33851 [Source:FlyBase gene name;Acc:FBgn0053851]
FBgn0052277	CG32277	protein_coding	
FBgn0037430	Osi20	protein_coding	Osiris 20 [Source:FlyBase gene name;Acc:FBgn0037430]
FBgn0013767	Crz	protein_coding	Corazonin [Source:FlyBase gene name;Acc:FBgn0013767]
FBgn0011272	RpL13	protein_coding	Ribosomal protein L13 [Source:FlyBase gene name;Acc:FBgn0011272]
FBgn0064237	Idgf5	protein_coding	Imaginal disc growth factor 5 [Source:FlyBase gene name;Acc:FBgn0064237]
FBgn0031214	CG11374	protein_coding	
FBgn0264005	Hmx	protein_coding	H6-like-homeobox [Source:FlyBase gene name;Acc:FBgn0264005]
FBgn0259198	CG42302	protein_coding	
FBgn0028965	A16	protein_coding	A16 [Source:FlyBase gene name;Acc:FBgn0028965]
FBgn0035948	CG5644	protein_coding	
FBgn0259101	CG42249	protein_coding	
FBgn0062565	Or19b	protein_coding	Odorant receptor 19b [Source:FlyBase gene name;Acc:FBgn0062565]
FBgn0035949	CG13314	protein_coding	
FBgn0052642	CG32642	protein_coding	
FBgn0260229	CG42503	protein_coding	
FBgn0262566	CG43106	protein_coding	
FBgn0033954	CG12860	protein_coding	
FBgn0031114	cactin	protein_coding	cactin [Source:FlyBase gene name;Acc:FBgn0031114]
FBgn0031460	CG15399	protein_coding	
FBgn0262866	S6kII	protein_coding	Ribosomal protein S6 kinase II [Source:FlyBase gene name;Acc:FBgn0262866]
FBgn0085369	CG34340	protein_coding	
FBgn0265416	Neto	protein_coding	Neuropilin and tolloid-like [Source:FlyBase gene name;Acc:FBgn0265416]
FBgn0032914	CG14397	protein_coding	
FBgn0038065	Snx3	protein_coding	Sorting nexin 3 [Source:FlyBase gene name;Acc:FBgn0038065]
FBgn0261353	Ccdc56	protein_coding	Coiled-coil domain containing 56 [Source:FlyBase gene name;Acc:FBgn0261353]
FBgn0037730	CG9444	protein_coding	
FBgn0036063	CG6674	protein_coding	
FBgn0052071	CG32071	protein_coding	
FBgn0010433	ato	protein_coding	atonal [Source:FlyBase gene name;Acc:FBgn0010433]
FBgn0040763	CG18336	protein_coding	
FBgn0031673	CG31650	protein_coding	
FBgn0021953	Fatp	protein_coding	Fatty acid (long chain) transport protein [Source:FlyBase gene name;Acc:FBgn0021953]
FBgn0037275	CG14655	protein_coding	
FBgn0053889	His4:CG33889	protein_coding	His4:CG33889 [Source:FlyBase gene name;Acc:FBgn0053889]
FBgn0053322	CG33322	protein_coding	
FBgn0052487	CG32487	protein_coding	
FBgn0037325	CG12147	protein_coding	
FBgn0010039	GstD3	protein_coding	Glutathione S transferase D3 [Source:FlyBase gene name;Acc:FBgn0010039]
FBgn0052264	CG32264	protein_coding	
FBgn0001992	Cyp303a1	protein_coding	Cyp303a1 [Source:FlyBase gene name;Acc:FBgn0001992]
FBgn0037874	Tctp	protein_coding	Translationally controlled tumor protein ortholog (H. sapiens) [Source:FlyBase gene name;Acc:FBgn0037874]
FBgn0034989	CG3356	protein_coding	
FBgn0033304	Cyp6a13	protein_coding	Cyp6a13 [Source:FlyBase gene name;Acc:FBgn0033304]
FBgn0028685	Rpt4	protein_coding	Regulatory particle triple-A ATPase 4 [Source:FlyBase gene name;Acc:FBgn0028685]
FBgn0038531	CG14325	protein_coding	
FBgn0038052	CG5538	protein_coding	
FBgn0034432	CG7461	protein_coding	
FBgn0003545	sub	protein_coding	subito [Source:FlyBase gene name;Acc:FBgn0003545]
FBgn0029873	CG3918	protein_coding	
FBgn0032511	CG9306	protein_coding	
FBgn0034622	CG15666	protein_coding	
FBgn0037326	CG14669	protein_coding	
FBgn0035928	CG13310	protein_coding	
FBgn0034710	CG3292	protein_coding	
FBgn0030012	CG18262	protein_coding	
FBgn0038260	CG14855	protein_coding	
FBgn0030584	CG14407	protein_coding	
FBgn0051773	CG31773	protein_coding	
FBgn0033238	CG11165	protein_coding	
FBgn0040784	karr	protein_coding	karr [Source:FlyBase gene name;Acc:FBgn0040784]
FBgn0260243	E(var)3-9	protein_coding	Enhancer of variegation 3-9 [Source:FlyBase gene name;Acc:FBgn0260243]
FBgn0026148	CG12253	protein_coding	
FBgn0036298	nst	protein_coding	nesthocker [Source:FlyBase gene name;Acc:FBgn0036298]
FBgn0031308	CG4749	protein_coding	
FBgn0052017	CG32017	protein_coding	
FBgn0025879	Timp	protein_coding	Tissue inhibitor of metalloproteases [Source:FlyBase gene name;Acc:FBgn0025879]
FBgn0038145	Droj2	protein_coding	DnaJ-like-2 [Source:FlyBase gene name;Acc:FBgn0038145]
FBgn0038705	CG11626	protein_coding	
FBgn0034745	CG4329	protein_coding	
FBgn0004888	Scsalpha	protein_coding	Succinyl coenzyme A synthetase alpha subunit [Source:FlyBase gene name;Acc:FBgn0004888]
FBgn0259749	mmy	protein_coding	mummy [Source:FlyBase gene name;Acc:FBgn0259749]
FBgn0039631	Sirt7	protein_coding	Sirt7 [Source:FlyBase gene name;Acc:FBgn0039631]
FBgn0038727	CG7432	protein_coding	
FBgn0087039	Sbp2	protein_coding	SECIS-binding protein 2 [Source:FlyBase gene name;Acc:FBgn0087039]
FBgn0020521	pio	protein_coding	piopio [Source:FlyBase gene name;Acc:FBgn0020521]
FBgn0266488	CG45087	protein_coding	
FBgn0001965	Sos	protein_coding	Son of sevenless [Source:FlyBase gene name;Acc:FBgn0001965]
FBgn0083991	CG34155	protein_coding	
FBgn0031886	Nuf2	protein_coding	Nuf2 [Source:FlyBase gene name;Acc:FBgn0031886]
FBgn0266418	wake	protein_coding	wide awake [Source:FlyBase gene name;Acc:FBgn0266418]
FBgn0032818	CG10628	protein_coding	
FBgn0014848	Eig71Eh	protein_coding	Eig71Eh [Source:FlyBase gene name;Acc:FBgn0014848]
FBgn0031462	CG2964	protein_coding	
FBgn0037018	CG4042	protein_coding	
FBgn0085211	RpS28-like	protein_coding	Ribosomal protein S28-like [Source:FlyBase gene name;Acc:FBgn0085211]
FBgn0003950	unc	protein_coding	uncoordinated [Source:FlyBase gene name;Acc:FBgn0003950]
FBgn0036998	CG5969	protein_coding	
FBgn0038282	dpr9	protein_coding	dpr9 [Source:FlyBase gene name;Acc:FBgn0038282]
FBgn0010097	gammaTub37C	protein_coding	gamma-Tubulin at 37C [Source:FlyBase gene name;Acc:FBgn0010097]
FBgn0037412	Osi4	protein_coding	Osiris 4 [Source:FlyBase gene name;Acc:FBgn0037412]
FBgn0003380	Sh	protein_coding	Shaker [Source:FlyBase gene name;Acc:FBgn0003380]
FBgn0030556	mRNA-cap	protein_coding	mRNA-capping-enzyme [Source:FlyBase gene name;Acc:FBgn0030556]
FBgn0036353	CG10171	protein_coding	
FBgn0266456	CG45081	protein_coding	
FBgn0266719	Unc-13-4B	protein_coding	Unc-13 ortholog 4B (C. elegans) [Source:FlyBase gene name;Acc:FBgn0266719]
FBgn0030067	Rbm13	protein_coding	RNA-binding motif protein 13 [Source:FlyBase gene name;Acc:FBgn0030067]
FBgn0051806	CG31806	protein_coding	
FBgn0061359	CG33671	protein_coding	
FBgn0035529	CG1319	protein_coding	
FBgn0051682	Tengl1	protein_coding	Testis EndoG-Like 1 [Source:FlyBase gene name;Acc:FBgn0051682]
FBgn0051848	CG31848	protein_coding	
FBgn0000283	Cp190	protein_coding	Centrosomal protein 190kD [Source:FlyBase gene name;Acc:FBgn0000283]
FBgn0037092	M6	protein_coding	M6 [Source:FlyBase gene name;Acc:FBgn0037092]
FBgn0262857	CG43221	protein_coding	
FBgn0050293	Cht12	protein_coding	Cht12 [Source:FlyBase gene name;Acc:FBgn0050293]
FBgn0028481	CG4341	protein_coding	
FBgn0261592	RpS6	protein_coding	Ribosomal protein S6 [Source:FlyBase gene name;Acc:FBgn0261592]
FBgn0035704	CG10144	protein_coding	
FBgn0053710	CG33710	protein_coding	
FBgn0040395	Unc-76	protein_coding	Unc-76 [Source:FlyBase gene name;Acc:FBgn0040395]
FBgn0028936	NimB5	protein_coding	Nimrod B5 [Source:FlyBase gene name;Acc:FBgn0028936]
FBgn0264753	Rgk1	protein_coding	Rad, Gem/Kir family member 1 [Source:FlyBase gene name;Acc:FBgn0264753]
FBgn0040715	CG15386	protein_coding	
FBgn0024993	CG2662	protein_coding	
FBgn0052208	825-Oak	protein_coding	825-Oak [Source:FlyBase gene name;Acc:FBgn0052208]
FBgn0266711	EloC	protein_coding	Elongin C [Source:FlyBase gene name;Acc:FBgn0266711]
FBgn0260386	mtg	protein_coding	mind the gap [Source:FlyBase gene name;Acc:FBgn0260386]
FBgn0033047	CG7882	protein_coding	
FBgn0039544	CG12877	protein_coding	
FBgn0034394	CG15096	protein_coding	
FBgn0262356	CG43054	protein_coding	
FBgn0030544	CG13403	protein_coding	
FBgn0036623	CG4729	protein_coding	
FBgn0015797	Rab6	protein_coding	Rab6 [Source:FlyBase gene name;Acc:FBgn0015797]
FBgn0052201	CG32201	protein_coding	
FBgn0267486	Ptp36E	protein_coding	Protein tyrosine phosphatase 36E [Source:FlyBase gene name;Acc:FBgn0267486]
FBgn0035461	ntc	protein_coding	nutcracker [Source:FlyBase gene name;Acc:FBgn0035461]
FBgn0030998	CG14195	protein_coding	
FBgn0034900	CG12491	protein_coding	
FBgn0004893	bowl	protein_coding	brother of odd with entrails limited [Source:FlyBase gene name;Acc:FBgn0004893]
FBgn0000274	Pka-C2	protein_coding	cAMP-dependent protein kinase 2 [Source:FlyBase gene name;Acc:FBgn0000274]
FBgn0085417	natalisin	protein_coding	natalisin [Source:FlyBase gene name;Acc:FBgn0085417]
FBgn0035751	CG14829	protein_coding	
FBgn0051704	CG31704	protein_coding	
FBgn0040928	CG15345	protein_coding	
FBgn0038395	CG10407	protein_coding	
FBgn0037525	CG17816	protein_coding	
FBgn0039467	CG14253	protein_coding	
FBgn0015585	Acp63F	protein_coding	Accessory gland protein 63F [Source:FlyBase gene name;Acc:FBgn0015585]
FBgn0261381	mtTFB1	protein_coding	Mitochondrial Transcription Factor B1 [Source:FlyBase gene name;Acc:FBgn0261381]
FBgn0042198	CG16741	protein_coding	
FBgn0040602	CG14545	protein_coding	
FBgn0037798	CG12817	protein_coding	
FBgn0051548	CG31548	protein_coding	
FBgn0001296	kar	protein_coding	karmoisin [Source:FlyBase gene name;Acc:FBgn0001296]
FBgn0031566	CG2818	protein_coding	
FBgn0038217	CG14840	protein_coding	
FBgn0050011	gem	protein_coding	gemini [Source:FlyBase gene name;Acc:FBgn0050011]
FBgn0032699	CG10383	protein_coding	
FBgn0053306	CG33306	protein_coding	
FBgn0052440	CG32440	protein_coding	
FBgn0085385	CG34356	protein_coding	
FBgn0085440	CG34411	protein_coding	
FBgn0003486	spo	protein_coding	spook [Source:FlyBase gene name;Acc:FBgn0003486]
FBgn0028847	CG9014	protein_coding	
FBgn0032897	CG9336	protein_coding	
FBgn0032209	Hand	protein_coding	Hand [Source:FlyBase gene name;Acc:FBgn0032209]
FBgn0037398	CG15580	protein_coding	
FBgn0031331	CG5440	protein_coding	
FBgn0031001	CG7884	protein_coding	
FBgn0028415	Met75Cb	protein_coding	Met75Cb [Source:FlyBase gene name;Acc:FBgn0028415]
FBgn0035043	CG4781	protein_coding	
FBgn0085452	CG34423	protein_coding	
FBgn0034046	tun	protein_coding	tungus [Source:FlyBase gene name;Acc:FBgn0034046]
FBgn0050379	CG30379	protein_coding	
FBgn0016983	smid	protein_coding	smallminded [Source:FlyBase gene name;Acc:FBgn0016983]
FBgn0013531	MED20	protein_coding	Mediator complex subunit 20 [Source:FlyBase gene name;Acc:FBgn0013531]
FBgn0264746	CG44004	protein_coding	
FBgn0259152	Clbn	protein_coding	Caliban [Source:FlyBase gene name;Acc:FBgn0259152]
FBgn0051072	Lerp	protein_coding	lysosomal enzyme receptor protein [Source:FlyBase gene name;Acc:FBgn0051072]
FBgn0263755	Su(var)3-9	protein_coding	Suppressor of variegation 3-9 [Source:FlyBase gene name;Acc:FBgn0263755]
FBgn0087035	AGO2	protein_coding	Argonaute 2 [Source:FlyBase gene name;Acc:FBgn0087035]
FBgn0004359	T48	protein_coding	Transcript 48 [Source:FlyBase gene name;Acc:FBgn0004359]
FBgn0032374	CG14931	protein_coding	
FBgn0035186	CG13912	protein_coding	
FBgn0031217	CG11377	protein_coding	
FBgn0030574	CG9413	protein_coding	
FBgn0038944	CG5388	protein_coding	
FBgn0032888	CheB38c	protein_coding	Chemosensory protein B 38c [Source:FlyBase gene name;Acc:FBgn0032888]
FBgn0035608	blanks	protein_coding	blanks [Source:FlyBase gene name;Acc:FBgn0035608]
FBgn0031266	CG2807	protein_coding	
FBgn0030063	CG1789	protein_coding	
FBgn0043012	AP-2sigma	protein_coding	Adaptor Protein complex 2, sigma subunit [Source:FlyBase gene name;Acc:FBgn0043012]
FBgn0031184	CG14615	protein_coding	
FBgn0013343	Syx1A	protein_coding	Syntaxin 1A [Source:FlyBase gene name;Acc:FBgn0013343]
FBgn0028517	CG18478	protein_coding	
FBgn0038343	Trissin	protein_coding	Trissin [Source:FlyBase gene name;Acc:FBgn0038343]
FBgn0037244	CG14647	protein_coding	
FBgn0052521	CG32521	protein_coding	
FBgn0040262	Ugt36Ba	protein_coding	Ugt36Ba [Source:FlyBase gene name;Acc:FBgn0040262]
FBgn0259735	CG42389	protein_coding	
FBgn0034570	CG10543	protein_coding	
FBgn0263402	CG43448	protein_coding	
FBgn0031945	CG7191	protein_coding	
FBgn0052536	CG32536	protein_coding	
FBgn0035315	CG8960	protein_coding	
FBgn0034662	CG13492	protein_coding	
FBgn0036872	CG12519	protein_coding	
FBgn0033601	Cpr47Ed	protein_coding	Cuticular protein 47Ed [Source:FlyBase gene name;Acc:FBgn0033601]
FBgn0020251	sfl	protein_coding	sulfateless [Source:FlyBase gene name;Acc:FBgn0020251]
FBgn0025391	Scgdelta	protein_coding	Sarcoglycan delta [Source:FlyBase gene name;Acc:FBgn0025391]
FBgn0029686	CG2941	protein_coding	
FBgn0021761	Nup154	protein_coding	Nucleoporin 154kD [Source:FlyBase gene name;Acc:FBgn0021761]
FBgn0035504	Teh4	protein_coding	tipE homolog 4 [Source:FlyBase gene name;Acc:FBgn0035504]
FBgn0010909	msn	protein_coding	misshapen [Source:FlyBase gene name;Acc:FBgn0010909]
FBgn0030301	HP5	protein_coding	Heterochromatin protein 5 [Source:FlyBase gene name;Acc:FBgn0030301]
FBgn0028991	seq	protein_coding	sequoia [Source:FlyBase gene name;Acc:FBgn0028991]
FBgn0033970	CG10205	protein_coding	
FBgn0035853	UbcE2M	protein_coding	Ubiquitin conjugating enzyme E2M [Source:FlyBase gene name;Acc:FBgn0035853]
FBgn0042712	HBS1	protein_coding	HBS1 [Source:FlyBase gene name;Acc:FBgn0042712]
FBgn0085241	CG34212	protein_coding	
FBgn0085307	CG34278	protein_coding	
FBgn0016698	Ptpa	protein_coding	Phosphotyrosyl phosphatase activator [Source:FlyBase gene name;Acc:FBgn0016698]
FBgn0040368	eIF4E-7	protein_coding	eIF4E-7 [Source:FlyBase gene name;Acc:FBgn0040368]
FBgn0032296	CG6729	protein_coding	
FBgn0262169	magu	protein_coding	magu [Source:FlyBase gene name;Acc:FBgn0262169]
FBgn0035508	CG15005	protein_coding	
FBgn0034173	CG9010	protein_coding	
FBgn0030290	CG11756	protein_coding	
FBgn0036735	Edc3	protein_coding	Enhancer of decapping 3 [Source:FlyBase gene name;Acc:FBgn0036735]
FBgn0045469	Gr93c	protein_coding	Gustatory receptor 93c [Source:FlyBase gene name;Acc:FBgn0045469]
FBgn0034054	CG8366	protein_coding	
FBgn0032434	CG5421	protein_coding	
FBgn0032846	CG10721	protein_coding	
FBgn0033658	TwdlBeta	protein_coding	TwdlBeta [Source:FlyBase gene name;Acc:FBgn0033658]
FBgn0034413	CG15115	protein_coding	
FBgn0050377	CG30377	protein_coding	
FBgn0039435	TwdlP	protein_coding	TweedleP [Source:FlyBase gene name;Acc:FBgn0039435]
FBgn0267489	PRY	protein_coding	polycystine-related-Y [Source:FlyBase gene name;Acc:FBgn0267489]
FBgn0263120	Acsl	protein_coding	Acyl-CoA synthetase long-chain [Source:FlyBase gene name;Acc:FBgn0263120]
FBgn0051949	CG31949	protein_coding	
FBgn0032524	CG9267	protein_coding	
FBgn0010247	Parp	protein_coding	Poly-(ADP-ribose) polymerase [Source:FlyBase gene name;Acc:FBgn0010247]
FBgn0021874	Nle	protein_coding	Notchless [Source:FlyBase gene name;Acc:FBgn0021874]
FBgn0085200	CG34171	protein_coding	
FBgn0030406	CG1463	protein_coding	
FBgn0262487	CG43077	protein_coding	
FBgn0032624	CG6304	protein_coding	
FBgn0000061	al	protein_coding	aristaless [Source:FlyBase gene name;Acc:FBgn0000061]
FBgn0031440	CG15395	protein_coding	
FBgn0259173	corn	protein_coding	cornetto [Source:FlyBase gene name;Acc:FBgn0259173]
FBgn0034327	CG14505	protein_coding	
FBgn0031054	Ssu72	protein_coding	Ssu72 ortholog [Source:FlyBase gene name;Acc:FBgn0031054]
FBgn0003159	ptr	protein_coding	proximal to raf [Source:FlyBase gene name;Acc:FBgn0003159]
FBgn0039040	CG13833	protein_coding	
FBgn0037652	CG11980	protein_coding	
FBgn0004133	blow	protein_coding	blown fuse [Source:FlyBase gene name;Acc:FBgn0004133]
FBgn0035025	uri	protein_coding	unconventional prefoldin RPB5 interactor [Source:FlyBase gene name;Acc:FBgn0035025]
FBgn0085228	CG34199	protein_coding	
FBgn0051438	CheB93b	protein_coding	Chemosensory protein B 93b [Source:FlyBase gene name;Acc:FBgn0051438]
FBgn0267449	WDY	protein_coding	WD40 Y [Source:FlyBase gene name;Acc:FBgn0267449]
FBgn0031882	Rab30	protein_coding	Rab30 [Source:FlyBase gene name;Acc:FBgn0031882]
FBgn0050185	CG30185	protein_coding	
FBgn0038218	CG14841	protein_coding	
FBgn0053993	CG33993	protein_coding	
FBgn0024556	EfTuM	protein_coding	Elongation factor Tu mitochondrial [Source:FlyBase gene name;Acc:FBgn0024556]
FBgn0043010	Fsn	protein_coding	F-box synaptic protein [Source:FlyBase gene name;Acc:FBgn0043010]
FBgn0036959	CG6951	protein_coding	
FBgn0037739	CG12948	protein_coding	
FBgn0052829	CG32829	protein_coding	
FBgn0265935	coro	protein_coding	coro [Source:FlyBase gene name;Acc:FBgn0265935]
FBgn0031913	CG5958	protein_coding	
FBgn0031059	CG14229	protein_coding	
FBgn0028497	CG3530	protein_coding	
FBgn0039722	Capa	protein_coding	Capability [Source:FlyBase gene name;Acc:FBgn0039722]
FBgn0050295	Ipk1	protein_coding	Ipk1 [Source:FlyBase gene name;Acc:FBgn0050295]
FBgn0263235	Phae2	protein_coding	Phaedra 2 [Source:FlyBase gene name;Acc:FBgn0263235]
FBgn0038858	CG5793	protein_coding	
FBgn0260431	CG42526	protein_coding	
FBgn0028537	CG31775	protein_coding	
FBgn0037521	CG2993	protein_coding	
FBgn0011584	Trp1	protein_coding	Translocation protein 1 [Source:FlyBase gene name;Acc:FBgn0011584]
FBgn0032229	CG5045	protein_coding	
FBgn0030151	CG1354	protein_coding	
FBgn0001169	H	protein_coding	Hairless [Source:FlyBase gene name;Acc:FBgn0001169]
FBgn0259226	CG42326	protein_coding	
FBgn0038767	trem	protein_coding	trade embargo [Source:FlyBase gene name;Acc:FBgn0038767]
FBgn0001981	esg	protein_coding	escargot [Source:FlyBase gene name;Acc:FBgn0001981]
FBgn0030195	CG2898	protein_coding	
FBgn0002638	Rcc1	protein_coding	Regulator of chromosome condensation 1 ortholog (H. sapiens) [Source:FlyBase gene name;Acc:FBgn0002638]
FBgn0036761	MED19	protein_coding	Mediator complex subunit 19 [Source:FlyBase gene name;Acc:FBgn0036761]
FBgn0033412	CG13955	protein_coding	
FBgn0026261	bonsai	protein_coding	bonsai [Source:FlyBase gene name;Acc:FBgn0026261]
FBgn0038211	CG9649	protein_coding	
FBgn0051559	CG31559	protein_coding	
FBgn0052732	CG32732	protein_coding	
FBgn0040239	bc10	protein_coding	bc10 [Source:FlyBase gene name;Acc:FBgn0040239]
FBgn0035692	CG13298	protein_coding	
FBgn0051642	CG31642	protein_coding	
FBgn0035028	Start1	protein_coding	Start1 [Source:FlyBase gene name;Acc:FBgn0035028]
FBgn0050033	CG30033	protein_coding	
FBgn0031209	Ir21a	protein_coding	Ionotropic receptor 21a [Source:FlyBase gene name;Acc:FBgn0031209]
FBgn0010403	Obp83b	protein_coding	Odorant-binding protein 83b [Source:FlyBase gene name;Acc:FBgn0010403]
FBgn0036491	Best4	protein_coding	Bestrophin 4 [Source:FlyBase gene name;Acc:FBgn0036491]
FBgn0026147	CG16833	protein_coding	
